"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"NPS Läti";"NPS Leedu";"NPS Soome";"NPS Eesti"
"1738296000";"31.01.2025 06:00";"121,03";"121,03";"5,19";"121,03"
"1738299600";"31.01.2025 07:00";"141,32";"141,32";"19,8";"141,32"
"1738303200";"31.01.2025 08:00";"158,85";"158,85";"55,62";"158,85"
"1738306800";"31.01.2025 09:00";"164,5";"164,5";"73,7";"164,5"
"1738310400";"31.01.2025 10:00";"155,07";"155,07";"89,99";"155,07"
"1738314000";"31.01.2025 11:00";"130,32";"130,32";"90";"130,32"
"1738317600";"31.01.2025 12:00";"130,33";"130,33";"89,99";"130,33"
"1738321200";"31.01.2025 13:00";"145,84";"145,84";"80";"145,84"
"1738324800";"31.01.2025 14:00";"154,1";"154,1";"79,99";"154,1"
"1738328400";"31.01.2025 15:00";"120,04";"120,04";"64,39";"120,04"
"1738332000";"31.01.2025 16:00";"146,81";"146,81";"85,01";"146,81"
"1738335600";"31.01.2025 17:00";"164,81";"164,81";"94,84";"164,81"
"1738339200";"31.01.2025 18:00";"150,52";"150,52";"99,33";"150,52"
"1738342800";"31.01.2025 19:00";"180,01";"180,01";"90";"180,01"
"1738346400";"31.01.2025 20:00";"139,99";"139,99";"90";"139,99"
"1738350000";"31.01.2025 21:00";"120,02";"120,02";"49,97";"120,02"
"1738353600";"31.01.2025 22:00";"60,43";"60,43";"60,43";"60,43"
"1738357200";"31.01.2025 23:00";"48,79";"48,79";"23,01";"48,79"
"1738360800";"01.02.2025 00:00";"47,3";"47,3";"5,07";"47,3"
"1738364400";"01.02.2025 01:00";"131,89";"131,89";"5,01";"131,89"
"1738368000";"01.02.2025 02:00";"96,79";"96,79";"3,63";"96,79"
"1738371600";"01.02.2025 03:00";"50,19";"50,19";"3,08";"50,19"
"1738375200";"01.02.2025 04:00";"49,97";"49,97";"2,74";"49,97"
"1738378800";"01.02.2025 05:00";"49,61";"49,61";"2,36";"49,61"
"1738382400";"01.02.2025 06:00";"88,99";"88,99";"2,52";"88,99"
"1738386000";"01.02.2025 07:00";"52,48";"52,48";"2,94";"52,48"
"1738389600";"01.02.2025 08:00";"61,61";"61,61";"3,49";"61,61"
"1738393200";"01.02.2025 09:00";"153,46";"153,46";"3,7";"153,46"
"1738396800";"01.02.2025 10:00";"133,99";"133,99";"4,22";"133,99"
"1738400400";"01.02.2025 11:00";"125,74";"125,74";"4,81";"125,74"
"1738404000";"01.02.2025 12:00";"117,62";"117,62";"5,11";"117,62"
"1738407600";"01.02.2025 13:00";"107,98";"107,98";"6,85";"107,98"
"1738411200";"01.02.2025 14:00";"101,23";"101,23";"12,76";"101,23"
"1738414800";"01.02.2025 15:00";"105,94";"105,94";"5,38";"105,94"
"1738418400";"01.02.2025 16:00";"126,68";"126,68";"6,4";"126,68"
"1738422000";"01.02.2025 17:00";"150,57";"150,57";"20";"150,57"
"1738425600";"01.02.2025 18:00";"164,77";"164,77";"31,69";"164,77"
"1738429200";"01.02.2025 19:00";"163,98";"163,98";"36,78";"163,98"
"1738432800";"01.02.2025 20:00";"159,59";"159,59";"20,42";"159,59"
"1738436400";"01.02.2025 21:00";"153,27";"153,27";"6,64";"153,27"
"1738440000";"01.02.2025 22:00";"142,15";"142,15";"17,38";"142,15"
"1738443600";"01.02.2025 23:00";"86,6";"86,6";"18,92";"86,6"
"1738447200";"02.02.2025 00:00";"99,98";"99,98";"15,66";"99,98"
"1738450800";"02.02.2025 01:00";"54,09";"54,09";"10,55";"54,09"
"1738454400";"02.02.2025 02:00";"126,91";"126,91";"6,81";"126,91"
"1738458000";"02.02.2025 03:00";"122,99";"122,99";"6,87";"122,99"
"1738461600";"02.02.2025 04:00";"120,66";"120,66";"6,65";"120,66"
"1738465200";"02.02.2025 05:00";"122,34";"122,34";"6,52";"122,34"
"1738468800";"02.02.2025 06:00";"123,41";"123,41";"6,81";"123,41"
"1738472400";"02.02.2025 07:00";"128,09";"128,09";"7,01";"128,09"
"1738476000";"02.02.2025 08:00";"135,9";"135,9";"8,73";"135,9"
"1738479600";"02.02.2025 09:00";"137,3";"137,3";"8,62";"137,3"
"1738483200";"02.02.2025 10:00";"137,7";"137,7";"11,33";"137,7"
"1738486800";"02.02.2025 11:00";"130,04";"130,04";"13,41";"130,04"
"1738490400";"02.02.2025 12:00";"129,33";"129,33";"17,12";"129,33"
"1738494000";"02.02.2025 13:00";"122,24";"122,24";"17,68";"122,24"
"1738497600";"02.02.2025 14:00";"111,88";"111,88";"17,42";"111,88"
"1738501200";"02.02.2025 15:00";"116,6";"116,6";"17,06";"116,6"
"1738504800";"02.02.2025 16:00";"128,71";"128,71";"15,81";"128,71"
"1738508400";"02.02.2025 17:00";"152,75";"152,75";"16,1";"152,75"
"1738512000";"02.02.2025 18:00";"165,01";"165,01";"21,17";"165,01"
"1738515600";"02.02.2025 19:00";"168,31";"168,31";"21,49";"168,31"
"1738519200";"02.02.2025 20:00";"169,57";"169,57";"30,84";"169,57"
"1738522800";"02.02.2025 21:00";"153,94";"153,94";"21,74";"153,94"
"1738526400";"02.02.2025 22:00";"132,99";"132,99";"29,98";"132,99"
"1738530000";"02.02.2025 23:00";"140,71";"140,71";"33,27";"140,71"
"1738533600";"03.02.2025 00:00";"97,09";"97,09";"30,94";"97,09"
"1738537200";"03.02.2025 01:00";"129,54";"129,54";"20,32";"129,54"
"1738540800";"03.02.2025 02:00";"126,63";"126,63";"20,7";"126,63"
"1738544400";"03.02.2025 03:00";"124,72";"124,72";"21,09";"124,72"
"1738548000";"03.02.2025 04:00";"120,04";"120,04";"21,31";"120,04"
"1738551600";"03.02.2025 05:00";"123,24";"123,24";"27,52";"123,24"
"1738555200";"03.02.2025 06:00";"127,77";"127,77";"46,63";"127,77"
"1738558800";"03.02.2025 07:00";"159,18";"159,18";"49,32";"159,18"
"1738562400";"03.02.2025 08:00";"207,88";"207,88";"93,47";"207,88"
"1738566000";"03.02.2025 09:00";"241,38";"241,38";"90,01";"241,38"
"1738569600";"03.02.2025 10:00";"178,04";"178,04";"123,3";"178,04"
"1738573200";"03.02.2025 11:00";"149,95";"149,95";"149,95";"149,95"
"1738576800";"03.02.2025 12:00";"126,13";"126,13";"126,73";"126,73"
"1738580400";"03.02.2025 13:00";"117,27";"117,27";"117,72";"117,72"
"1738584000";"03.02.2025 14:00";"115,53";"115,53";"115,53";"115,53"
"1738587600";"03.02.2025 15:00";"124,69";"124,69";"124,69";"124,69"
"1738591200";"03.02.2025 16:00";"147,22";"147,22";"147,22";"147,22"
"1738594800";"03.02.2025 17:00";"169,85";"169,85";"169,47";"169,85"
"1738598400";"03.02.2025 18:00";"215,06";"215,06";"213,98";"215,06"
"1738602000";"03.02.2025 19:00";"200,73";"200,73";"202,71";"202,71"
"1738605600";"03.02.2025 20:00";"201,1";"201,1";"201,1";"201,1"
"1738609200";"03.02.2025 21:00";"167,74";"167,74";"164,96";"167,74"
"1738612800";"03.02.2025 22:00";"153";"153";"153,01";"153"
"1738616400";"03.02.2025 23:00";"144,21";"144,21";"108,85";"144,21"
"1738620000";"04.02.2025 00:00";"135,81";"135,81";"85,06";"135,81"
"1738623600";"04.02.2025 01:00";"132,4";"132,4";"80,04";"132,4"
"1738627200";"04.02.2025 02:00";"96,89";"96,89";"75,61";"96,89"
"1738630800";"04.02.2025 03:00";"85,15";"85,15";"70,05";"85,15"
"1738634400";"04.02.2025 04:00";"96,9";"96,9";"74,6";"96,9"
"1738638000";"04.02.2025 05:00";"123,25";"123,25";"85,04";"123,25"
"1738641600";"04.02.2025 06:00";"127,63";"127,63";"127,63";"127,63"
"1738645200";"04.02.2025 07:00";"155,39";"155,39";"155,41";"155,39"
"1738648800";"04.02.2025 08:00";"227,4";"227,4";"230";"229,98"
"1738652400";"04.02.2025 09:00";"240,04";"240,04";"297,28";"297,25"
"1738656000";"04.02.2025 10:00";"240,07";"240,07";"240,09";"240,07"
"1738659600";"04.02.2025 11:00";"136,53";"136,53";"134,94";"136,53"
"1738663200";"04.02.2025 12:00";"126,68";"126,68";"107,38";"126,68"
"1738666800";"04.02.2025 13:00";"129,39";"129,39";"101,91";"129,39"
"1738670400";"04.02.2025 14:00";"170,39";"170,39";"73,11";"170,39"
"1738674000";"04.02.2025 15:00";"198";"198";"57";"198"
"1738677600";"04.02.2025 16:00";"199,91";"199,91";"56,65";"199,91"
"1738681200";"04.02.2025 17:00";"199,99";"199,99";"21,17";"199,99"
"1738684800";"04.02.2025 18:00";"195,96";"195,96";"6,34";"195,96"
"1738688400";"04.02.2025 19:00";"175";"175";"5,9";"175"
"1738692000";"04.02.2025 20:00";"182,16";"182,16";"5,41";"182,16"
"1738695600";"04.02.2025 21:00";"165";"165";"4,53";"165"
"1738699200";"04.02.2025 22:00";"131,97";"131,97";"4,34";"131,97"
"1738702800";"04.02.2025 23:00";"130,49";"130,49";"3,8";"130,49"
"1738706400";"05.02.2025 00:00";"122,22";"122,22";"2,88";"122,22"
"1738710000";"05.02.2025 01:00";"114,86";"114,86";"2,6";"114,86"
"1738713600";"05.02.2025 02:00";"110,64";"110,64";"2,09";"110,64"
"1738717200";"05.02.2025 03:00";"81,29";"81,29";"1,99";"81,29"
"1738720800";"05.02.2025 04:00";"82,93";"82,93";"2";"82,93"
"1738724400";"05.02.2025 05:00";"106,41";"106,41";"2,96";"106,41"
"1738728000";"05.02.2025 06:00";"122,48";"122,48";"4,01";"122,48"
"1738731600";"05.02.2025 07:00";"152,05";"152,05";"4,16";"152,05"
"1738735200";"05.02.2025 08:00";"170,93";"170,93";"4,72";"170,93"
"1738738800";"05.02.2025 09:00";"180,81";"180,81";"5,22";"180,81"
"1738742400";"05.02.2025 10:00";"159,33";"159,33";"5,29";"159,33"
"1738746000";"05.02.2025 11:00";"133,26";"133,26";"5,44";"133,26"
"1738749600";"05.02.2025 12:00";"121,6";"121,6";"5,29";"121,6"
"1738753200";"05.02.2025 13:00";"116,74";"116,74";"5,15";"116,74"
"1738756800";"05.02.2025 14:00";"119,37";"119,37";"4,97";"119,37"
"1738760400";"05.02.2025 15:00";"128,85";"128,85";"4,92";"128,85"
"1738764000";"05.02.2025 16:00";"144,12";"144,12";"4,95";"144,12"
"1738767600";"05.02.2025 17:00";"160,42";"160,42";"4,94";"160,42"
"1738771200";"05.02.2025 18:00";"177,18";"177,18";"5,14";"177,18"
"1738774800";"05.02.2025 19:00";"189,9";"189,9";"5,35";"189,9"
"1738778400";"05.02.2025 20:00";"150,65";"150,65";"18,99";"150,65"
"1738782000";"05.02.2025 21:00";"72,51";"72,51";"17,55";"72,51"
"1738785600";"05.02.2025 22:00";"82,38";"82,38";"24,06";"82,38"
"1738789200";"05.02.2025 23:00";"50,55";"50,55";"19,39";"50,55"
"1738792800";"06.02.2025 00:00";"48,26";"48,26";"7,58";"48,26"
"1738796400";"06.02.2025 01:00";"51,42";"51,42";"3,26";"51,42"
"1738800000";"06.02.2025 02:00";"50,67";"50,67";"3,35";"50,67"
"1738803600";"06.02.2025 03:00";"50,72";"50,72";"3,42";"50,72"
"1738807200";"06.02.2025 04:00";"65,49";"65,49";"3,62";"65,49"
"1738810800";"06.02.2025 05:00";"95,6";"95,6";"17,88";"95,6"
"1738814400";"06.02.2025 06:00";"134,64";"134,64";"48,13";"134,64"
"1738818000";"06.02.2025 07:00";"155,19";"155,19";"59,99";"155,19"
"1738821600";"06.02.2025 08:00";"168,7";"168,7";"140,06";"168,7"
"1738825200";"06.02.2025 09:00";"201,68";"201,68";"201,68";"201,68"
"1738828800";"06.02.2025 10:00";"178,96";"178,96";"179,16";"178,96"
"1738832400";"06.02.2025 11:00";"160,35";"160,35";"159,4";"160,35"
"1738836000";"06.02.2025 12:00";"151,2";"151,2";"123,64";"151,2"
"1738839600";"06.02.2025 13:00";"146,27";"146,27";"96,37";"146,27"
"1738843200";"06.02.2025 14:00";"143,46";"143,46";"81,42";"143,46"
"1738846800";"06.02.2025 15:00";"138,9";"138,9";"63,47";"138,9"
"1738850400";"06.02.2025 16:00";"150,29";"150,29";"34,99";"150,29"
"1738854000";"06.02.2025 17:00";"183,19";"183,19";"35";"183,19"
"1738857600";"06.02.2025 18:00";"183,19";"183,19";"36,02";"183,19"
"1738861200";"06.02.2025 19:00";"171,3";"171,3";"29,18";"171,3"
"1738864800";"06.02.2025 20:00";"166,54";"166,54";"9,86";"166,54"
"1738868400";"06.02.2025 21:00";"145,86";"145,86";"3,22";"145,86"
"1738872000";"06.02.2025 22:00";"128,71";"128,71";"3,32";"128,71"
"1738875600";"06.02.2025 23:00";"99,91";"99,91";"3,31";"99,91"
"1738879200";"07.02.2025 00:00";"85,13";"85,13";"3,02";"85,13"
"1738882800";"07.02.2025 01:00";"126,05";"126,05";"3,37";"126,05"
"1738886400";"07.02.2025 02:00";"100,98";"100,98";"2,99";"100,98"
"1738890000";"07.02.2025 03:00";"95,79";"95,79";"2,99";"95,79"
"1738893600";"07.02.2025 04:00";"105";"105";"3,28";"105"
"1738897200";"07.02.2025 05:00";"67,77";"67,77";"3,47";"67,77"
"1738900800";"07.02.2025 06:00";"119,41";"119,41";"4,22";"119,41"
"1738904400";"07.02.2025 07:00";"156,86";"156,86";"5,41";"156,86"
"1738908000";"07.02.2025 08:00";"190,07";"190,07";"6,39";"190,07"
"1738911600";"07.02.2025 09:00";"165,41";"165,41";"7,82";"165,41"
"1738915200";"07.02.2025 10:00";"150,65";"150,65";"10";"150,65"
"1738918800";"07.02.2025 11:00";"129,12";"129,12";"8,7";"129,12"
"1738922400";"07.02.2025 12:00";"96,93";"96,93";"8,77";"96,93"
"1738926000";"07.02.2025 13:00";"113,07";"113,07";"11,27";"113,07"
"1738929600";"07.02.2025 14:00";"111,11";"111,11";"12,4";"111,11"
"1738933200";"07.02.2025 15:00";"114,26";"114,26";"12,33";"114,26"
"1738936800";"07.02.2025 16:00";"124,62";"124,62";"12,43";"124,62"
"1738940400";"07.02.2025 17:00";"148,7";"148,7";"12,35";"148,7"
"1738944000";"07.02.2025 18:00";"148,66";"148,66";"13,16";"148,66"
"1738947600";"07.02.2025 19:00";"144,99";"144,99";"22,78";"144,99"
"1738951200";"07.02.2025 20:00";"140,55";"140,55";"23,76";"140,55"
"1738954800";"07.02.2025 21:00";"122,53";"122,53";"19,22";"122,53"
"1738958400";"07.02.2025 22:00";"64,64";"64,64";"9,99";"64,64"
"1738962000";"07.02.2025 23:00";"60,11";"60,11";"7,92";"60,11"
"1738965600";"08.02.2025 00:00";"55,14";"55,14";"5,94";"55,14"
"1738969200";"08.02.2025 01:00";"1,07";"1,07";"5,19";"1,07"
"1738972800";"08.02.2025 02:00";"95,21";"95,21";"4,82";"95,21"
"1738976400";"08.02.2025 03:00";"5,79";"5,79";"4,75";"5,79"
"1738980000";"08.02.2025 04:00";"49";"49";"4,64";"49"
"1738983600";"08.02.2025 05:00";"48,56";"48,56";"4,92";"48,56"
"1738987200";"08.02.2025 06:00";"27,82";"27,82";"5,51";"27,82"
"1738990800";"08.02.2025 07:00";"68,91";"68,91";"6,18";"68,91"
"1738994400";"08.02.2025 08:00";"49,95";"49,95";"15,74";"49,95"
"1738998000";"08.02.2025 09:00";"51,31";"51,31";"19,77";"51,31"
"1739001600";"08.02.2025 10:00";"42,94";"42,94";"28,37";"42,94"
"1739005200";"08.02.2025 11:00";"66,96";"66,96";"55,57";"66,96"
"1739008800";"08.02.2025 12:00";"54,91";"54,91";"55,54";"54,91"
"1739012400";"08.02.2025 13:00";"57,34";"57,34";"57,34";"57,34"
"1739016000";"08.02.2025 14:00";"56,7";"56,7";"56,7";"56,7"
"1739019600";"08.02.2025 15:00";"55,39";"55,39";"55,39";"55,39"
"1739023200";"08.02.2025 16:00";"66,08";"66,08";"57,05";"66,08"
"1739026800";"08.02.2025 17:00";"137,8";"137,8";"76,16";"137,8"
"1739030400";"08.02.2025 18:00";"100,4";"100,4";"96,54";"100,4"
"1739034000";"08.02.2025 19:00";"100,1";"100,1";"59,92";"100,1"
"1739037600";"08.02.2025 20:00";"84,48";"84,48";"55,37";"84,48"
"1739041200";"08.02.2025 21:00";"81,44";"81,44";"34,23";"81,44"
"1739044800";"08.02.2025 22:00";"72,63";"72,63";"44,17";"72,63"
"1739048400";"08.02.2025 23:00";"67,02";"67,02";"41,6";"67,02"
"1739052000";"09.02.2025 00:00";"63,89";"63,89";"34,05";"63,89"
"1739055600";"09.02.2025 01:00";"61,87";"61,87";"24,99";"61,87"
"1739059200";"09.02.2025 02:00";"57,82";"57,82";"21,45";"57,82"
"1739062800";"09.02.2025 03:00";"57,33";"57,33";"10,64";"57,33"
"1739066400";"09.02.2025 04:00";"57,29";"57,29";"10,51";"57,29"
"1739070000";"09.02.2025 05:00";"20,87";"20,87";"10";"20,87"
"1739073600";"09.02.2025 06:00";"85,05";"85,05";"6,19";"85,05"
"1739077200";"09.02.2025 07:00";"85,01";"85,01";"6,08";"85,01"
"1739080800";"09.02.2025 08:00";"85,01";"85,01";"5,84";"85,01"
"1739084400";"09.02.2025 09:00";"85,8";"85,8";"5,9";"85,8"
"1739088000";"09.02.2025 10:00";"119,3";"119,3";"10";"119,3"
"1739091600";"09.02.2025 11:00";"110,9";"110,9";"21,17";"110,9"
"1739095200";"09.02.2025 12:00";"94,5";"94,5";"17,36";"94,5"
"1739098800";"09.02.2025 13:00";"85,03";"85,03";"10";"85,03"
"1739102400";"09.02.2025 14:00";"96,6";"96,6";"12,12";"96,6"
"1739106000";"09.02.2025 15:00";"159,22";"159,22";"5,66";"159,22"
"1739109600";"09.02.2025 16:00";"200,03";"200,03";"4,54";"200,03"
"1739113200";"09.02.2025 17:00";"325,07";"325,07";"4";"325,07"
"1739116800";"09.02.2025 18:00";"207,59";"207,59";"6,39";"207,59"
"1739120400";"09.02.2025 19:00";"240,01";"240,01";"4,08";"240,01"
"1739124000";"09.02.2025 20:00";"189,99";"189,99";"3,54";"189,99"
"1739127600";"09.02.2025 21:00";"200,03";"200,03";"3,17";"200,03"
"1739131200";"09.02.2025 22:00";"159,22";"159,22";"3";"159,22"
"1739134800";"09.02.2025 23:00";"156,04";"156,04";"2,81";"156,04"
"1739138400";"10.02.2025 00:00";"145,67";"145,67";"2,45";"145,67"
"1739142000";"10.02.2025 01:00";"126,5";"126,5";"3,28";"126,5"
"1739145600";"10.02.2025 02:00";"96,59";"96,59";"3";"96,59"
"1739149200";"10.02.2025 03:00";"58,44";"58,44";"3,57";"58,44"
"1739152800";"10.02.2025 04:00";"57,85";"57,85";"4,05";"57,85"
"1739156400";"10.02.2025 05:00";"152,8";"152,8";"5,07";"152,8"
"1739160000";"10.02.2025 06:00";"218,6";"218,6";"11,94";"218,6"
"1739163600";"10.02.2025 07:00";"100";"100";"33,48";"100"
"1739167200";"10.02.2025 08:00";"234,52";"234,52";"90,57";"234,52"
"1739170800";"10.02.2025 09:00";"200,08";"200,08";"125,01";"200,08"
"1739174400";"10.02.2025 10:00";"152,79";"152,79";"124,77";"152,79"
"1739178000";"10.02.2025 11:00";"109,03";"109,03";"109,03";"109,03"
"1739181600";"10.02.2025 12:00";"111,25";"111,25";"111,25";"111,25"
"1739185200";"10.02.2025 13:00";"110,67";"110,67";"110,67";"110,67"
"1739188800";"10.02.2025 14:00";"128,99";"128,99";"129";"128,99"
"1739192400";"10.02.2025 15:00";"169,59";"169,59";"120,01";"169,59"
"1739196000";"10.02.2025 16:00";"153,06";"153,06";"129,6";"153,06"
"1739199600";"10.02.2025 17:00";"203,01";"203,01";"110,67";"203,01"
"1739203200";"10.02.2025 18:00";"190,9";"190,9";"151,01";"190,9"
"1739206800";"10.02.2025 19:00";"190,65";"190,65";"110,67";"190,65"
"1739210400";"10.02.2025 20:00";"185,06";"185,06";"87";"185,06"
"1739214000";"10.02.2025 21:00";"101,89";"101,89";"69,23";"101,89"
"1739217600";"10.02.2025 22:00";"126,5";"126,5";"56,19";"126,5"
"1739221200";"10.02.2025 23:00";"218,59";"218,59";"28,36";"218,59"
"1739224800";"11.02.2025 00:00";"126,49";"126,49";"11,86";"126,49"
"1739228400";"11.02.2025 01:00";"191,19";"191,19";"30,67";"191,19"
"1739232000";"11.02.2025 02:00";"140,71";"140,71";"25,3";"140,71"
"1739235600";"11.02.2025 03:00";"126,5";"126,5";"15,14";"126,5"
"1739239200";"11.02.2025 04:00";"52,36";"52,36";"10,52";"52,36"
"1739242800";"11.02.2025 05:00";"85,16";"85,16";"12,67";"85,16"
"1739246400";"11.02.2025 06:00";"340,09";"340,09";"29,9";"340,09"
"1739250000";"11.02.2025 07:00";"200,8";"200,8";"47,5";"200,8"
"1739253600";"11.02.2025 08:00";"290";"290";"74,59";"290"
"1739257200";"11.02.2025 09:00";"250,05";"250,05";"92,49";"250,05"
"1739260800";"11.02.2025 10:00";"240,06";"240,06";"79,26";"240,06"
"1739264400";"11.02.2025 11:00";"181,6";"181,6";"74,31";"181,6"
"1739268000";"11.02.2025 12:00";"161,36";"161,36";"75,99";"161,36"
"1739271600";"11.02.2025 13:00";"149,8";"149,8";"70,23";"149,8"
"1739275200";"11.02.2025 14:00";"125,6";"125,6";"67,93";"125,6"
"1739278800";"11.02.2025 15:00";"200,04";"200,04";"54,22";"200,04"
"1739282400";"11.02.2025 16:00";"200,1";"200,1";"35,04";"200,1"
"1739286000";"11.02.2025 17:00";"299,92";"299,92";"36,91";"299,92"
"1739289600";"11.02.2025 18:00";"340";"340";"47,5";"340"
"1739293200";"11.02.2025 19:00";"240,06";"240,06";"40,38";"240,06"
"1739296800";"11.02.2025 20:00";"240,01";"240,01";"29,54";"240,01"
"1739300400";"11.02.2025 21:00";"99,92";"99,92";"17,05";"99,92"
"1739304000";"11.02.2025 22:00";"181,59";"181,59";"17,75";"181,59"
"1739307600";"11.02.2025 23:00";"126,49";"126,49";"6,27";"126,49"
"1739311200";"12.02.2025 00:00";"96,6";"96,6";"4,29";"96,6"
"1739314800";"12.02.2025 01:00";"182,61";"182,61";"3,49";"182,61"
"1739318400";"12.02.2025 02:00";"127,2";"127,2";"3,47";"127,2"
"1739322000";"12.02.2025 03:00";"112,5";"112,5";"3,47";"112,5"
"1739325600";"12.02.2025 04:00";"69,7";"69,7";"5,02";"69,7"
"1739329200";"12.02.2025 05:00";"69,69";"69,69";"5,94";"69,69"
"1739332800";"12.02.2025 06:00";"400,11";"400,11";"35,47";"400,11"
"1739336400";"12.02.2025 07:00";"299,96";"299,96";"70,11";"299,96"
"1739340000";"12.02.2025 08:00";"419,33";"419,33";"115,91";"419,33"
"1739343600";"12.02.2025 09:00";"400,11";"400,11";"165";"400,11"
"1739347200";"12.02.2025 10:00";"250,01";"250,01";"138,03";"250,01"
"1739350800";"12.02.2025 11:00";"134,58";"134,58";"134,58";"134,58"
"1739354400";"12.02.2025 12:00";"119,96";"119,96";"119,96";"119,96"
"1739358000";"12.02.2025 13:00";"136,01";"136,01";"136,01";"136,01"
"1739361600";"12.02.2025 14:00";"115,25";"115,25";"115,25";"115,25"
"1739365200";"12.02.2025 15:00";"282,78";"282,78";"115,01";"282,78"
"1739368800";"12.02.2025 16:00";"340,14";"340,14";"103,66";"340,14"
"1739372400";"12.02.2025 17:00";"483,02";"483,02";"81,6";"483,02"
"1739376000";"12.02.2025 18:00";"400,19";"400,19";"85,05";"400,19"
"1739379600";"12.02.2025 19:00";"400,1";"400,1";"88,41";"400,1"
"1739383200";"12.02.2025 20:00";"190";"190";"64,46";"190"
"1739386800";"12.02.2025 21:00";"170,27";"170,27";"51,53";"170,27"
"1739390400";"12.02.2025 22:00";"181,59";"181,59";"42,14";"181,59"
"1739394000";"12.02.2025 23:00";"145,82";"145,82";"30,01";"145,82"
"1739397600";"13.02.2025 00:00";"97,5";"97,5";"16,06";"97,5"
"1739401200";"13.02.2025 01:00";"120,98";"120,98";"18,92";"120,98"
"1739404800";"13.02.2025 02:00";"94,41";"94,41";"16,44";"94,41"
"1739408400";"13.02.2025 03:00";"77,66";"77,66";"15,82";"77,66"
"1739412000";"13.02.2025 04:00";"79,92";"79,92";"14,89";"79,92"
"1739415600";"13.02.2025 05:00";"96,8";"96,8";"15";"96,8"
"1739419200";"13.02.2025 06:00";"236,89";"236,89";"18,35";"236,89"
"1739422800";"13.02.2025 07:00";"189,49";"400,03";"50";"189,49"
"1739426400";"13.02.2025 08:00";"400,13";"400,13";"71,7";"400,13"
"1739430000";"13.02.2025 09:00";"340,15";"340,15";"100";"340,15"
"1739433600";"13.02.2025 10:00";"215,78";"215,78";"110,3";"215,78"
"1739437200";"13.02.2025 11:00";"126,89";"200,24";"99,92";"126,89"
"1739440800";"13.02.2025 12:00";"100";"181,87";"100";"100"
"1739444400";"13.02.2025 13:00";"108,31";"169,98";"108,3";"108,31"
"1739448000";"13.02.2025 14:00";"134,3";"134,3";"87,58";"134,3"
"1739451600";"13.02.2025 15:00";"126,9";"156,97";"88,28";"126,9"
"1739455200";"13.02.2025 16:00";"181,9";"181,9";"85,32";"181,9"
"1739458800";"13.02.2025 17:00";"325,89";"325,89";"115";"325,89"
"1739462400";"13.02.2025 18:00";"299,91";"299,91";"123,5";"299,91"
"1739466000";"13.02.2025 19:00";"191,5";"202,12";"118,72";"191,5"
"1739469600";"13.02.2025 20:00";"160,48";"169,17";"125,58";"160,48"
"1739473200";"13.02.2025 21:00";"136,72";"136,72";"120,05";"136,72"
"1739476800";"13.02.2025 22:00";"121,2";"121,2";"121,2";"121,2"
"1739480400";"13.02.2025 23:00";"100";"100";"99,99";"100"
"1739484000";"14.02.2025 00:00";"96,79";"96,79";"94,14";"96,79"
"1739487600";"14.02.2025 01:00";"208,8";"208,8";"105";"208,8"
"1739491200";"14.02.2025 02:00";"124,39";"124,39";"111,47";"124,39"
"1739494800";"14.02.2025 03:00";"123,24";"123,24";"95,08";"123,24"
"1739498400";"14.02.2025 04:00";"122,47";"122,47";"77,69";"122,47"
"1739502000";"14.02.2025 05:00";"189,99";"189,99";"106,66";"189,99"
"1739505600";"14.02.2025 06:00";"134,06";"134,06";"134,08";"134,06"
"1739509200";"14.02.2025 07:00";"165,31";"165,31";"165,3";"165,31"
"1739512800";"14.02.2025 08:00";"236,2";"236,2";"236,2";"236,2"
"1739516400";"14.02.2025 09:00";"270,58";"270,58";"270,57";"270,58"
"1739520000";"14.02.2025 10:00";"215,61";"215,61";"215,49";"215,61"
"1739523600";"14.02.2025 11:00";"182,11";"182,11";"182,11";"182,11"
"1739527200";"14.02.2025 12:00";"165";"165";"165";"165"
"1739530800";"14.02.2025 13:00";"160,01";"160,01";"160,01";"160,01"
"1739534400";"14.02.2025 14:00";"132,63";"132,63";"132,62";"132,63"
"1739538000";"14.02.2025 15:00";"175,56";"175,56";"128,41";"175,56"
"1739541600";"14.02.2025 16:00";"131,05";"131,05";"128,57";"131,05"
"1739545200";"14.02.2025 17:00";"202,74";"202,74";"202,74";"202,74"
"1739548800";"14.02.2025 18:00";"295,15";"295,15";"295,16";"295,15"
"1739552400";"14.02.2025 19:00";"277,55";"277,55";"277,55";"277,55"
"1739556000";"14.02.2025 20:00";"223,05";"223,05";"223,05";"223,05"
"1739559600";"14.02.2025 21:00";"181,38";"181,38";"122";"181,38"
"1739563200";"14.02.2025 22:00";"161,85";"161,85";"113,96";"161,85"
"1739566800";"14.02.2025 23:00";"208,79";"208,79";"80,61";"208,79"
"1739570400";"15.02.2025 00:00";"108,17";"108,17";"35,38";"108,17"
"1739574000";"15.02.2025 01:00";"206,99";"206,99";"43,65";"206,99"
"1739577600";"15.02.2025 02:00";"194,5";"194,5";"35,57";"194,5"
"1739581200";"15.02.2025 03:00";"156,91";"156,91";"31,19";"156,91"
"1739584800";"15.02.2025 04:00";"143,68";"143,68";"24,73";"143,68"
"1739588400";"15.02.2025 05:00";"194,53";"194,53";"22,27";"194,53"
