"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"NPS Läti";"NPS Leedu";"NPS Soome";"NPS Eesti"
"1739592000";"15.02.2025 06:00";"119,48";"119,48";"17,09";"119,48"
"1739595600";"15.02.2025 07:00";"295,2";"295,2";"10";"295,2"
"1739599200";"15.02.2025 08:00";"483,03";"483,03";"6,47";"483,03"
"1739602800";"15.02.2025 09:00";"400";"400";"18,4";"400"
"1739606400";"15.02.2025 10:00";"295,26";"295,26";"31,7";"295,26"
"1739610000";"15.02.2025 11:00";"239,99";"239,99";"39,98";"239,99"
"1739613600";"15.02.2025 12:00";"209,1";"209,1";"54,98";"209,1"
"1739617200";"15.02.2025 13:00";"206,99";"206,99";"42,96";"206,99"
"1739620800";"15.02.2025 14:00";"218,4";"218,4";"59,96";"218,4"
"1739624400";"15.02.2025 15:00";"295,23";"295,23";"55,97";"295,23"
"1739628000";"15.02.2025 16:00";"295,27";"295,27";"97,79";"295,27"
"1739631600";"15.02.2025 17:00";"295,28";"295,28";"114,77";"295,28"
"1739635200";"15.02.2025 18:00";"483";"483";"107,21";"483"
"1739638800";"15.02.2025 19:00";"499,99";"499,99";"105,3";"499,99"
"1739642400";"15.02.2025 20:00";"295,27";"295,27";"99,99";"295,27"
"1739646000";"15.02.2025 21:00";"460,54";"460,54";"104,44";"460,54"
"1739649600";"15.02.2025 22:00";"211,21";"211,21";"119,99";"211,21"
"1739653200";"15.02.2025 23:00";"151,93";"151,93";"98,81";"151,93"
"1739656800";"16.02.2025 00:00";"110,2";"110,2";"100,88";"110,2"
"1739660400";"16.02.2025 01:00";"133,78";"133,78";"133,78";"133,78"
"1739664000";"16.02.2025 02:00";"131,97";"131,97";"131,98";"131,97"
"1739667600";"16.02.2025 03:00";"127,36";"127,36";"127,36";"127,36"
"1739671200";"16.02.2025 04:00";"120";"120";"120";"120"
"1739674800";"16.02.2025 05:00";"119,99";"119,99";"119,99";"119,99"
"1739678400";"16.02.2025 06:00";"119,99";"119,99";"119,99";"119,99"
"1739682000";"16.02.2025 07:00";"120,05";"120,05";"120";"120,05"
"1739685600";"16.02.2025 08:00";"123,9";"123,9";"110,54";"123,9"
"1739689200";"16.02.2025 09:00";"197,62";"197,62";"110,68";"197,62"
"1739692800";"16.02.2025 10:00";"182,55";"182,55";"130";"182,55"
"1739696400";"16.02.2025 11:00";"122,39";"122,39";"122,39";"122,39"
"1739700000";"16.02.2025 12:00";"116,37";"116,37";"116,37";"116,37"
"1739703600";"16.02.2025 13:00";"119,98";"119,98";"119,99";"119,98"
"1739707200";"16.02.2025 14:00";"110,66";"110,66";"100,11";"110,66"
"1739710800";"16.02.2025 15:00";"197,61";"197,61";"108,81";"197,61"
"1739714400";"16.02.2025 16:00";"197,65";"197,65";"107,84";"197,65"
"1739718000";"16.02.2025 17:00";"197,62";"197,62";"125,65";"197,62"
"1739721600";"16.02.2025 18:00";"197,69";"197,69";"140,1";"197,69"
"1739725200";"16.02.2025 19:00";"197,68";"197,68";"150";"197,68"
"1739728800";"16.02.2025 20:00";"197,6";"197,6";"129,99";"197,6"
"1739732400";"16.02.2025 21:00";"197,63";"197,63";"114,04";"197,63"
"1739736000";"16.02.2025 22:00";"197,63";"197,63";"116,02";"197,63"
"1739739600";"16.02.2025 23:00";"127,62";"127,62";"114,61";"127,62"
"1739743200";"17.02.2025 00:00";"94,79";"94,79";"94,79";"94,79"
"1739746800";"17.02.2025 01:00";"113,98";"113,98";"113,99";"113,98"
"1739750400";"17.02.2025 02:00";"102,58";"102,58";"102,58";"102,58"
"1739754000";"17.02.2025 03:00";"100";"100";"100";"100"
"1739757600";"17.02.2025 04:00";"94,79";"94,79";"94,79";"94,79"
"1739761200";"17.02.2025 05:00";"107,33";"107,33";"100";"107,33"
"1739764800";"17.02.2025 06:00";"129,46";"129,46";"124,94";"129,46"
"1739768400";"17.02.2025 07:00";"160,84";"160,84";"139,79";"160,84"
"1739772000";"17.02.2025 08:00";"209,07";"209,07";"209,07";"209,07"
"1739775600";"17.02.2025 09:00";"222,14";"222,14";"222,14";"222,14"
"1739779200";"17.02.2025 10:00";"196,91";"196,91";"171,35";"196,91"
"1739782800";"17.02.2025 11:00";"146,5";"146,5";"146,5";"146,5"
"1739786400";"17.02.2025 12:00";"124,66";"124,66";"124,66";"124,66"
"1739790000";"17.02.2025 13:00";"130";"130";"120";"130"
"1739793600";"17.02.2025 14:00";"106,8";"106,8";"106,8";"106,8"
"1739797200";"17.02.2025 15:00";"151,96";"151,96";"111,91";"151,96"
"1739800800";"17.02.2025 16:00";"139,34";"139,34";"125,85";"139,34"
"1739804400";"17.02.2025 17:00";"173,99";"173,99";"136,69";"173,99"
"1739808000";"17.02.2025 18:00";"248,88";"248,88";"173,26";"248,88"
"1739811600";"17.02.2025 19:00";"283,42";"283,42";"160,01";"283,42"
"1739815200";"17.02.2025 20:00";"219,35";"219,35";"119,55";"219,35"
"1739818800";"17.02.2025 21:00";"180,91";"180,91";"96,07";"180,91"
"1739822400";"17.02.2025 22:00";"155,95";"155,95";"82,45";"155,95"
"1739826000";"17.02.2025 23:00";"136,43";"136,43";"72,23";"136,43"
"1739829600";"18.02.2025 00:00";"124,45";"124,45";"50,94";"124,45"
"1739833200";"18.02.2025 01:00";"127,94";"127,94";"19,52";"127,94"
"1739836800";"18.02.2025 02:00";"108,01";"108,01";"5,23";"108,01"
"1739840400";"18.02.2025 03:00";"104,19";"104,19";"4,32";"104,19"
"1739844000";"18.02.2025 04:00";"113,06";"113,06";"3,83";"113,06"
"1739847600";"18.02.2025 05:00";"107,7";"107,7";"3,3";"107,7"
"1739851200";"18.02.2025 06:00";"201,03";"201,03";"3,5";"201,03"
"1739854800";"18.02.2025 07:00";"201,09";"201,09";"19,53";"201,09"
"1739858400";"18.02.2025 08:00";"283,02";"283,02";"26,05";"283,02"
"1739862000";"18.02.2025 09:00";"220,1";"220,1";"29,51";"220,1"
"1739865600";"18.02.2025 10:00";"250,1";"250,1";"28,12";"250,1"
"1739869200";"18.02.2025 11:00";"201,05";"201,05";"25,43";"201,05"
"1739872800";"18.02.2025 12:00";"196,95";"196,95";"27,32";"196,95"
"1739876400";"18.02.2025 13:00";"196,92";"196,92";"28,49";"196,92"
"1739880000";"18.02.2025 14:00";"196,9";"196,9";"25,14";"196,9"
"1739883600";"18.02.2025 15:00";"190";"190";"19,52";"190"
"1739887200";"18.02.2025 16:00";"196,91";"196,91";"17,49";"196,91"
"1739890800";"18.02.2025 17:00";"196,93";"196,93";"19,52";"196,93"
"1739894400";"18.02.2025 18:00";"189,99";"189,99";"34,08";"189,99"
"1739898000";"18.02.2025 19:00";"170,75";"170,75";"41,36";"170,75"
"1739901600";"18.02.2025 20:00";"153,46";"153,46";"32,4";"153,46"
"1739905200";"18.02.2025 21:00";"139,48";"139,48";"21,03";"139,48"
"1739908800";"18.02.2025 22:00";"126,75";"126,75";"30,85";"126,75"
"1739912400";"18.02.2025 23:00";"119,38";"119,38";"25,49";"119,38"
"1739916000";"19.02.2025 00:00";"111,71";"111,71";"29,59";"111,71"
"1739919600";"19.02.2025 01:00";"103,25";"103,25";"44,91";"103,25"
"1739923200";"19.02.2025 02:00";"99,95";"99,95";"42,03";"99,95"
"1739926800";"19.02.2025 03:00";"100,3";"100,3";"35";"100,3"
"1739930400";"19.02.2025 04:00";"101,04";"101,04";"39,98";"101,04"
"1739934000";"19.02.2025 05:00";"160,26";"160,26";"46,26";"160,26"
"1739937600";"19.02.2025 06:00";"130,01";"130,01";"124";"130,01"
"1739941200";"19.02.2025 07:00";"189,99";"189,99";"189,1";"189,99"
"1739944800";"19.02.2025 08:00";"283,03";"283,03";"142,41";"283,03"
"1739948400";"19.02.2025 09:00";"283,04";"283,04";"158,16";"283,04"
"1739952000";"19.02.2025 10:00";"180,7";"180,7";"129,99";"180,7"
"1739955600";"19.02.2025 11:00";"180,66";"180,66";"104,35";"180,66"
"1739959200";"19.02.2025 12:00";"136,88";"136,88";"136,9";"136,88"
"1739962800";"19.02.2025 13:00";"151,98";"151,98";"124,94";"151,98"
"1739966400";"19.02.2025 14:00";"180,64";"180,64";"114,17";"180,64"
"1739970000";"19.02.2025 15:00";"180,69";"180,69";"68,41";"180,69"
"1739973600";"19.02.2025 16:00";"210,5";"210,5";"57,14";"210,5"
"1739977200";"19.02.2025 17:00";"216,62";"216,62";"60,01";"216,62"
"1739980800";"19.02.2025 18:00";"283,02";"283,02";"60";"283,02"
"1739984400";"19.02.2025 19:00";"215,15";"215,15";"44,99";"215,15"
"1739988000";"19.02.2025 20:00";"204,01";"204,01";"39,99";"204,01"
"1739991600";"19.02.2025 21:00";"190,9";"190,9";"23,37";"190,9"
"1739995200";"19.02.2025 22:00";"180,69";"180,69";"19,95";"180,69"
"1739998800";"19.02.2025 23:00";"146,95";"146,95";"5,63";"146,95"
"1740002400";"20.02.2025 00:00";"95,35";"95,35";"4,44";"95,35"
"1740006000";"20.02.2025 01:00";"111,44";"111,44";"4,97";"111,44"
"1740009600";"20.02.2025 02:00";"92,1";"92,1";"4,98";"92,1"
"1740013200";"20.02.2025 03:00";"92,1";"92,1";"5,15";"92,1"
"1740016800";"20.02.2025 04:00";"106,89";"106,89";"5,88";"106,89"
"1740020400";"20.02.2025 05:00";"110,86";"110,86";"7,78";"110,86"
"1740024000";"20.02.2025 06:00";"174,22";"174,22";"12,97";"174,22"
"1740027600";"20.02.2025 07:00";"201,01";"201,01";"38,17";"201,01"
"1740031200";"20.02.2025 08:00";"245,2";"245,2";"54,48";"245,2"
"1740034800";"20.02.2025 09:00";"190,9";"190,9";"66,77";"190,9"
"1740038400";"20.02.2025 10:00";"190,9";"190,9";"50,01";"190,9"
"1740042000";"20.02.2025 11:00";"147,98";"147,98";"49,8";"147,98"
"1740045600";"20.02.2025 12:00";"92,1";"92,1";"38,61";"92,1"
"1740049200";"20.02.2025 13:00";"113,95";"113,95";"36,63";"113,95"
"1740052800";"20.02.2025 14:00";"151,45";"151,45";"27,04";"151,45"
"1740056400";"20.02.2025 15:00";"190,9";"190,9";"21,32";"190,9"
"1740060000";"20.02.2025 16:00";"201,07";"201,07";"9,14";"201,07"
"1740063600";"20.02.2025 17:00";"283,02";"283,02";"4,15";"283,02"
"1740067200";"20.02.2025 18:00";"283,01";"283,01";"3,96";"283,01"
"1740070800";"20.02.2025 19:00";"190,9";"190,9";"3,47";"190,9"
"1740074400";"20.02.2025 20:00";"125,61";"125,61";"3,27";"125,61"
"1740078000";"20.02.2025 21:00";"119,09";"119,09";"3,01";"119,09"
"1740081600";"20.02.2025 22:00";"151,45";"151,45";"3,05";"151,45"
"1740085200";"20.02.2025 23:00";"44,86";"44,86";"2,6";"44,86"
"1740088800";"21.02.2025 00:00";"17,82";"17,82";"2,04";"17,82"
"1740092400";"21.02.2025 01:00";"110,08";"110,08";"0,81";"110,08"
"1740096000";"21.02.2025 02:00";"73,46";"73,46";"0,2";"73,46"
"1740099600";"21.02.2025 03:00";"78,97";"78,97";"0,01";"78,97"
"1740103200";"21.02.2025 04:00";"45";"45";"0,01";"45"
"1740106800";"21.02.2025 05:00";"80,2";"80,2";"0,01";"80,2"
"1740110400";"21.02.2025 06:00";"97,57";"97,57";"0,93";"97,57"
"1740114000";"21.02.2025 07:00";"127,03";"127,03";"1,36";"127,03"
"1740117600";"21.02.2025 08:00";"163,53";"163,53";"2";"163,53"
"1740121200";"21.02.2025 09:00";"142,35";"142,35";"2,84";"142,35"
"1740124800";"21.02.2025 10:00";"109,6";"109,6";"3,04";"109,6"
"1740128400";"21.02.2025 11:00";"93,66";"93,66";"3,04";"93,66"
"1740132000";"21.02.2025 12:00";"78,38";"78,38";"3,23";"78,38"
"1740135600";"21.02.2025 13:00";"74,57";"74,57";"3";"74,57"
"1740139200";"21.02.2025 14:00";"72,37";"72,37";"3,37";"72,37"
"1740142800";"21.02.2025 15:00";"87,6";"87,6";"3,05";"87,6"
"1740146400";"21.02.2025 16:00";"86,87";"86,87";"3,6";"86,87"
"1740150000";"21.02.2025 17:00";"131,87";"131,87";"3,19";"131,87"
"1740153600";"21.02.2025 18:00";"160,64";"160,64";"3,09";"160,64"
"1740157200";"21.02.2025 19:00";"130,29";"130,29";"2,52";"130,29"
"1740160800";"21.02.2025 20:00";"87,7";"87,7";"2,61";"87,7"
"1740164400";"21.02.2025 21:00";"109,09";"109,09";"2,62";"109,09"
"1740168000";"21.02.2025 22:00";"75,7";"75,7";"2,89";"75,7"
"1740171600";"21.02.2025 23:00";"49,55";"49,55";"2,53";"49,55"
"1740175200";"22.02.2025 00:00";"48,69";"48,69";"2,12";"48,69"
"1740178800";"22.02.2025 01:00";"40,25";"40,25";"1,93";"40,25"
"1740182400";"22.02.2025 02:00";"34,6";"34,6";"1,7";"34,6"
"1740186000";"22.02.2025 03:00";"7,92";"7,92";"1,51";"7,92"
"1740189600";"22.02.2025 04:00";"53,62";"53,62";"1,51";"53,62"
"1740193200";"22.02.2025 05:00";"52,97";"52,97";"1,58";"52,97"
"1740196800";"22.02.2025 06:00";"143,92";"143,92";"1,39";"143,92"
"1740200400";"22.02.2025 07:00";"148,94";"148,94";"1,51";"148,94"
"1740204000";"22.02.2025 08:00";"80,69";"80,69";"1,53";"80,69"
"1740207600";"22.02.2025 09:00";"83,05";"83,05";"1,44";"83,05"
"1740211200";"22.02.2025 10:00";"79,8";"79,8";"1,34";"79,8"
"1740214800";"22.02.2025 11:00";"163,03";"163,03";"1,74";"163,03"
"1740218400";"22.02.2025 12:00";"101,69";"101,69";"2,42";"101,69"
"1740222000";"22.02.2025 13:00";"120,66";"120,66";"2,27";"120,66"
"1740225600";"22.02.2025 14:00";"163,02";"163,02";"1,99";"163,02"
"1740229200";"22.02.2025 15:00";"163,09";"163,09";"1,35";"163,09"
"1740232800";"22.02.2025 16:00";"86,79";"86,79";"1,44";"86,79"
"1740236400";"22.02.2025 17:00";"173,14";"173,14";"1,56";"173,14"
"1740240000";"22.02.2025 18:00";"163,07";"163,07";"2,27";"163,07"
"1740243600";"22.02.2025 19:00";"143,93";"143,93";"2,31";"143,93"
"1740247200";"22.02.2025 20:00";"104";"104";"2";"104"
"1740250800";"22.02.2025 21:00";"101,77";"101,77";"1,35";"101,77"
"1740254400";"22.02.2025 22:00";"99,25";"99,25";"1,6";"99,25"
"1740258000";"22.02.2025 23:00";"57,69";"57,69";"1,24";"57,69"
"1740261600";"23.02.2025 00:00";"54,5";"54,5";"0,51";"54,5"
"1740265200";"23.02.2025 01:00";"128,44";"128,44";"0";"128,44"
"1740268800";"23.02.2025 02:00";"87,5";"87,5";"-0,01";"87,5"
"1740272400";"23.02.2025 03:00";"87,49";"87,49";"-0,01";"87,49"
"1740276000";"23.02.2025 04:00";"87,49";"87,49";"-0,01";"87,49"
"1740279600";"23.02.2025 05:00";"87,5";"87,5";"0";"87,5"
"1740283200";"23.02.2025 06:00";"83,18";"83,18";"0";"83,18"
"1740286800";"23.02.2025 07:00";"99,57";"99,57";"0,01";"99,57"
"1740290400";"23.02.2025 08:00";"108,74";"108,74";"1,25";"108,74"
"1740294000";"23.02.2025 09:00";"87,49";"87,49";"1,32";"87,49"
"1740297600";"23.02.2025 10:00";"61,18";"61,18";"2,05";"61,18"
"1740301200";"23.02.2025 11:00";"60,22";"60,22";"2,88";"60,22"
"1740304800";"23.02.2025 12:00";"59,35";"59,35";"3,1";"59,35"
"1740308400";"23.02.2025 13:00";"51,57";"51,57";"3,85";"51,57"
"1740312000";"23.02.2025 14:00";"51,16";"51,16";"4";"51,16"
"1740315600";"23.02.2025 15:00";"87,5";"87,5";"4,01";"87,5"
"1740319200";"23.02.2025 16:00";"143,91";"143,91";"3,21";"143,91"
"1740322800";"23.02.2025 17:00";"194,04";"194,04";"4,21";"194,04"
"1740326400";"23.02.2025 18:00";"283,02";"283,02";"4,86";"283,02"
"1740330000";"23.02.2025 19:00";"194,03";"194,03";"4,83";"194,03"
"1740333600";"23.02.2025 20:00";"180,29";"180,29";"4,58";"180,29"
"1740337200";"23.02.2025 21:00";"145";"145";"4,23";"145"
"1740340800";"23.02.2025 22:00";"152,48";"152,48";"3,89";"152,48"
"1740344400";"23.02.2025 23:00";"126,21";"126,21";"3,85";"126,21"
"1740348000";"24.02.2025 00:00";"114,35";"114,35";"3,87";"114,35"
"1740351600";"24.02.2025 01:00";"87,8";"87,8";"3,25";"87,8"
"1740355200";"24.02.2025 02:00";"84,53";"84,53";"2,87";"84,53"
"1740358800";"24.02.2025 03:00";"87,49";"87,49";"2,22";"87,49"
"1740362400";"24.02.2025 04:00";"87,5";"87,5";"1,68";"87,5"
"1740366000";"24.02.2025 05:00";"108,15";"108,15";"1,92";"108,15"
"1740369600";"24.02.2025 06:00";"227,05";"227,05";"2,43";"227,05"
"1740373200";"24.02.2025 07:00";"250,04";"250,04";"2,92";"250,04"
"1740376800";"24.02.2025 08:00";"240,09";"240,09";"2,78";"240,09"
"1740380400";"24.02.2025 09:00";"199,95";"199,95";"2,92";"199,95"
"1740384000";"24.02.2025 10:00";"80,39";"80,39";"2,99";"80,39"
"1740387600";"24.02.2025 11:00";"50,6";"50,6";"2,96";"50,6"
"1740391200";"24.02.2025 12:00";"79,96";"79,96";"3,06";"79,96"
"1740394800";"24.02.2025 13:00";"87,19";"87,19";"2,65";"87,19"
"1740398400";"24.02.2025 14:00";"112,53";"112,53";"2,38";"112,53"
"1740402000";"24.02.2025 15:00";"101,05";"101,05";"2,24";"101,05"
"1740405600";"24.02.2025 16:00";"131,49";"131,49";"2";"131,49"
"1740409200";"24.02.2025 17:00";"250";"250";"2,08";"250"
"1740412800";"24.02.2025 18:00";"283,01";"283,01";"1,91";"283,01"
"1740416400";"24.02.2025 19:00";"168,12";"168,12";"2,2";"168,12"
"1740420000";"24.02.2025 20:00";"136,52";"136,52";"1,88";"136,52"
"1740423600";"24.02.2025 21:00";"118,06";"118,06";"1,9";"118,06"
"1740427200";"24.02.2025 22:00";"104,37";"104,37";"1,94";"104,37"
"1740430800";"24.02.2025 23:00";"106,77";"106,77";"1,99";"106,77"
"1740434400";"25.02.2025 00:00";"103,69";"103,69";"1,79";"103,69"
"1740438000";"25.02.2025 01:00";"87,25";"87,25";"1,26";"87,25"
"1740441600";"25.02.2025 02:00";"90,92";"90,92";"1,12";"90,92"
"1740445200";"25.02.2025 03:00";"90,63";"90,63";"1,26";"90,63"
"1740448800";"25.02.2025 04:00";"91,3";"91,3";"1,26";"91,3"
"1740452400";"25.02.2025 05:00";"100";"100";"2";"100"
"1740456000";"25.02.2025 06:00";"102,78";"102,78";"3,02";"102,78"
"1740459600";"25.02.2025 07:00";"230,5";"230,5";"2,93";"230,5"
"1740463200";"25.02.2025 08:00";"172,41";"172,41";"4,88";"172,41"
"1740466800";"25.02.2025 09:00";"171,73";"171,73";"5,23";"171,73"
"1740470400";"25.02.2025 10:00";"154,5";"154,5";"5,47";"154,5"
"1740474000";"25.02.2025 11:00";"65,37";"65,37";"5,79";"65,37"
"1740477600";"25.02.2025 12:00";"63,13";"63,13";"5,85";"63,13"
"1740481200";"25.02.2025 13:00";"61,05";"61,05";"5,86";"61,05"
"1740484800";"25.02.2025 14:00";"104,52";"104,52";"5,73";"104,52"
"1740488400";"25.02.2025 15:00";"136,1";"136,1";"5,52";"136,1"
"1740492000";"25.02.2025 16:00";"150,32";"150,32";"5,64";"150,32"
"1740495600";"25.02.2025 17:00";"158,71";"158,71";"5,43";"158,71"
"1740499200";"25.02.2025 18:00";"185,01";"185,01";"5,87";"185,01"
"1740502800";"25.02.2025 19:00";"201,6";"201,6";"6,42";"201,6"
"1740506400";"25.02.2025 20:00";"166,55";"166,55";"6,44";"166,55"
"1740510000";"25.02.2025 21:00";"145,33";"145,33";"7,61";"145,33"
"1740513600";"25.02.2025 22:00";"166,4";"166,4";"10,22";"166,4"
"1740517200";"25.02.2025 23:00";"126,69";"126,69";"6,72";"126,69"
"1740520800";"26.02.2025 00:00";"114,38";"114,38";"6,04";"114,38"
"1740524400";"26.02.2025 01:00";"123,65";"123,65";"10,63";"123,65"
"1740528000";"26.02.2025 02:00";"120,87";"120,87";"10,26";"120,87"
"1740531600";"26.02.2025 03:00";"117,71";"117,71";"10,19";"117,71"
"1740535200";"26.02.2025 04:00";"116,92";"116,92";"10,42";"116,92"
"1740538800";"26.02.2025 05:00";"87,6";"87,6";"11,04";"87,6"
"1740542400";"26.02.2025 06:00";"116,87";"116,87";"20,48";"116,87"
"1740546000";"26.02.2025 07:00";"222,55";"222,55";"50";"222,55"
"1740549600";"26.02.2025 08:00";"240";"240";"73,6";"240"
"1740553200";"26.02.2025 09:00";"207,96";"207,96";"94,12";"207,96"
"1740556800";"26.02.2025 10:00";"160,03";"160,03";"79,69";"160,03"
"1740560400";"26.02.2025 11:00";"190,28";"190,28";"44,99";"190,28"
"1740564000";"26.02.2025 12:00";"130,44";"130,44";"38,31";"130,44"
"1740567600";"26.02.2025 13:00";"128,18";"128,18";"42,8";"128,18"
"1740571200";"26.02.2025 14:00";"178,4";"178,4";"37,35";"178,4"
"1740574800";"26.02.2025 15:00";"126,18";"126,18";"32,73";"126,18"
"1740578400";"26.02.2025 16:00";"134,85";"134,85";"27,83";"134,85"
"1740582000";"26.02.2025 17:00";"199,92";"199,92";"28,48";"199,92"
"1740585600";"26.02.2025 18:00";"283,03";"283,03";"31,25";"283,03"
"1740589200";"26.02.2025 19:00";"190";"190";"30,86";"190"
"1740592800";"26.02.2025 20:00";"232,26";"232,26";"23";"232,26"
"1740596400";"26.02.2025 21:00";"144,43";"144,43";"10,29";"144,43"
"1740600000";"26.02.2025 22:00";"138,88";"138,88";"10,24";"138,88"
"1740603600";"26.02.2025 23:00";"189,99";"189,99";"8,98";"189,99"
"1740607200";"27.02.2025 00:00";"111,76";"111,76";"6,39";"111,76"
"1740610800";"27.02.2025 01:00";"177,99";"177,99";"6,39";"177,99"
"1740614400";"27.02.2025 02:00";"103,81";"103,81";"6,39";"103,81"
"1740618000";"27.02.2025 03:00";"101,99";"101,99";"7,77";"101,99"
"1740621600";"27.02.2025 04:00";"100,58";"100,58";"9,57";"100,58"
"1740625200";"27.02.2025 05:00";"100,99";"100,99";"10,27";"100,99"
"1740628800";"27.02.2025 06:00";"124,02";"124,02";"13,91";"124,02"
"1740632400";"27.02.2025 07:00";"179,99";"179,99";"23,01";"179,99"
"1740636000";"27.02.2025 08:00";"283,04";"283,04";"35,04";"283,04"
"1740639600";"27.02.2025 09:00";"283,01";"283,01";"46,43";"283,01"
"1740643200";"27.02.2025 10:00";"285,99";"285,99";"110,08";"285,99"
"1740646800";"27.02.2025 11:00";"283,02";"283,02";"39,39";"283,02"
"1740650400";"27.02.2025 12:00";"190";"190";"39,11";"190"
"1740654000";"27.02.2025 13:00";"177,2";"177,2";"50";"177,2"
"1740657600";"27.02.2025 14:00";"189,99";"189,99";"39,19";"189,99"
"1740661200";"27.02.2025 15:00";"199,98";"199,98";"41,19";"199,98"
"1740664800";"27.02.2025 16:00";"193,3";"193,3";"36,62";"193,3"
"1740668400";"27.02.2025 17:00";"193,64";"193,64";"35,57";"193,64"
"1740672000";"27.02.2025 18:00";"283,05";"283,05";"44,77";"283,05"
"1740675600";"27.02.2025 19:00";"193,68";"193,68";"44,56";"193,68"
"1740679200";"27.02.2025 20:00";"189,99";"189,99";"44,77";"189,99"
"1740682800";"27.02.2025 21:00";"177,2";"177,2";"32,87";"177,2"
"1740686400";"27.02.2025 22:00";"211,32";"211,32";"42,79";"211,32"
"1740690000";"27.02.2025 23:00";"283,05";"283,05";"40";"283,05"
"1740693600";"28.02.2025 00:00";"200,01";"200,01";"29,14";"200,01"
"1740697200";"28.02.2025 01:00";"177,79";"177,79";"4,75";"177,79"
"1740700800";"28.02.2025 02:00";"125,88";"125,88";"4,56";"125,88"
"1740704400";"28.02.2025 03:00";"109,38";"109,38";"4,38";"109,38"
"1740708000";"28.02.2025 04:00";"110,25";"110,25";"4,41";"110,25"
"1740711600";"28.02.2025 05:00";"112,26";"112,26";"4,57";"112,26"
"1740715200";"28.02.2025 06:00";"239,99";"239,99";"22,14";"239,99"
"1740718800";"28.02.2025 07:00";"177,79";"177,79";"40";"177,79"
"1740722400";"28.02.2025 08:00";"211,3";"211,3";"85,05";"211,3"
"1740726000";"28.02.2025 09:00";"289,99";"289,99";"154,47";"289,99"
"1740729600";"28.02.2025 10:00";"200";"200";"152,31";"200"
"1740733200";"28.02.2025 11:00";"240";"240";"130,38";"240"
"1740736800";"28.02.2025 12:00";"116,53";"116,53";"78,25";"116,53"
"1740740400";"28.02.2025 13:00";"164,8";"164,8";"102,99";"164,8"
"1740744000";"28.02.2025 14:00";"189,99";"189,99";"44,97";"189,99"
"1740747600";"28.02.2025 15:00";"236,93";"236,93";"43,78";"236,93"
"1740751200";"28.02.2025 16:00";"290,21";"290,21";"35";"290,21"
"1740754800";"28.02.2025 17:00";"198,87";"198,87";"47,22";"198,87"
"1740758400";"28.02.2025 18:00";"290,2";"290,2";"158,05";"290,2"
"1740762000";"28.02.2025 19:00";"178,5";"178,5";"159,01";"178,5"
"1740765600";"28.02.2025 20:00";"240";"240";"67,41";"240"
"1740769200";"28.02.2025 21:00";"136,84";"136,84";"59,56";"136,84"
"1740772800";"28.02.2025 22:00";"178,49";"178,49";"49,98";"178,49"
"1740776400";"28.02.2025 23:00";"269,99";"269,99";"40";"269,99"
"1740780000";"01.03.2025 00:00";"164,8";"164,8";"33,6";"164,8"
"1740783600";"01.03.2025 01:00";"170,08";"170,08";"40";"170,08"
"1740787200";"01.03.2025 02:00";"120,48";"120,48";"34,81";"120,48"
